field,source_system,mimic_code,mimic_display,expected_code,expected_system,reason,comment
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229366,Epoprostenol (Inhaled),,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,224270,Dialysis Catheter,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229996,Nitrous Oxide (Inhaled),,http://snomed.info/sct,no-suitable-concept,"code-search proposed 1366004 |Inhalation therapy procedure| at 0.50, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229519,EVD #1,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 698956007 |Insertion of drain| at 0.78, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,228127,Family met with Social Worker,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 709753004 |Liaising with social worker| at 0.75, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225462,Interventional Radiology,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226474,ICP Bolt Inserted,,http://snomed.info/sct,no-suitable-concept,code-search proposed 830051000168103 |Insertion of intracranial pressure monitor| at 0.85 but that concept is not in the SNOMED international core.
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225199,Triple Introducer,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 429446009 |Catheterisation of blood vessel| at 0.72, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229516,Single Lumen,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226237,Open Tracheostomy,,http://snomed.info/sct,no-suitable-concept,code-search proposed 810551000168104 |Tracheostomy| at 0.80 but that concept is not in the SNOMED international core.
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,228201,Tandem Heart Inflow Line,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 933316631000036107 |Percutaneous implantation of catheter based ventricular assist device| at 0.75, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229533,Camino,,http://snomed.info/sct,no-suitable-concept,code-search proposed 830051000168103 |Insertion of intracranial pressure monitor| at 0.85 but that concept is not in the SNOMED international core.
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229468,24 Gauge,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225461,Pelvis,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225967,Rectal Swab,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 285570007 |Taking of swab| at 0.75, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229514,EKOS,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 240929001 |Percutaneous thrombolysis| at 0.50, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,224566,14 Gauge,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,224274,22 Gauge,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,224263,Multi Lumen,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 233527006 |Central venous cannula insertion| at 0.60, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229755,Trigger Initiated,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229527,Centrimag Inflow Line,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 232965003 |Implantation of ventricular assist device| at 0.50, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225456,Ventricular Drain,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 698956007 |Insertion of drain| at 0.70, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229524,Lumbar Drain,,http://snomed.info/sct,no-suitable-concept,code-search proposed 933600661000036105 |Insertion of external lumbar drain| at 0.85 but that concept is not in the SNOMED international core.
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,227715,TLS Clearance,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 277605001 |Tumour lysis syndrome| at 0.60, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229515,Avalon/Protek Duo,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 440001000 |Insertion of vascular cannula for prolonged extracorporeal circulation| at 0.78, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,228136,Family notified of transfer,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229518,ICP - Camino,,http://snomed.info/sct,no-suitable-concept,code-search proposed 830051000168103 |Insertion of intracranial pressure monitor| at 0.85 but that concept is not in the SNOMED international core.
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229577,Cath Lab (Received),,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225464,Cardioversion/Defibrillation,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 250980009 |Cardioversion| at 0.75, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225463,TLS Spine,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 238181003 |Procedure on spine| at 0.65, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226475,Intraventricular Drain Inserted,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225815,Peritoneal Fluid,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 238257004 |Peritoneal drainage procedure| at 0.70, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229580,Line Placement at Bedside,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 429446009 |Catheterisation of blood vessel| at 0.72, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229517,Multi Lumen Cooling Catheter,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 45211000 |Catheterisation| at 0.50, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225955,Dialysis - SCUF,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 108241001 |Dialysis procedure| at 0.75, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225436,CRRT Filter Change,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 714749008 |Continuous renal replacement therapy| at 0.50, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225469,OR Received,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229528,Centrimag Outflow Line,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 42825003 |Cannulation| at 0.50, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225761,Sheath Insertion,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 429446009 |Catheterisation of blood vessel| at 0.50, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225820,C-Spine Clearance,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 284405008 |Examination of cervical spine| at 0.75, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,224275,20 Gauge,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 429446009 |Catheterisation of blood vessel| at 0.50, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229298,Speech and Swallow Evaluation,,http://snomed.info/sct,no-suitable-concept,code-search proposed 1200601000168108 |Swallowing assessment| at 0.85 but that concept is not in the SNOMED international core.
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,228202,Tandem Heart Outflow Line,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 933316631000036107 |Percutaneous implantation of catheter based ventricular assist device| at 0.75, below the 0.8 threshold."
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,224277,18 Gauge,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
Procedure.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225816,Wound Culture,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within (<<71388002 OR <<404684003 OR <<272379006).
