field,source_system,mimic_code,mimic_display,expected_code,expected_system,reason,comment
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90187,GENITAL CULTURE FOR TOXIC SHOCK,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'GENITAL CULTURE FOR TOXIC SHOCK': micro proposed 10352-3 |Bacteria identified in Genital specimen by Aerobe culture| at 0.60; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90152,Tissue Culture - Neoplastic Blood,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Tissue Culture - Neoplastic Blood' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90163,"INTERPHASE FISH ANALYSIS, 25-99 CELLS",,http://loinc.org,no-suitable-concept,"No answer above the 0.8 threshold for 'INTERPHASE FISH ANALYSIS, 25-99 CELLS': micro returned no match; cyto proposed 62345-4 |Chromosome analysis.interphase panel - Blood by FISH| at 0.75."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90124,CVS NEEDLE ASPIRATION EVALUATION,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'CVS NEEDLE ASPIRATION EVALUATION' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90159,POSTMORTEM CULTURE,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'POSTMORTEM CULTURE' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90167,ISOLATE FOR MIC,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'ISOLATE FOR MIC' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90065,STOOL SMEAR FOR POLYMORPHONUCLEAR LEUKOCYTES,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'STOOL SMEAR FOR POLYMORPHONUCLEAR LEUKOCYTES' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90179,POTASSIUM HYDROXIDE PREPARATION (HAIR/SKIN/NAILS),,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'POTASSIUM HYDROXIDE PREPARATION (HAIR/SKIN/NAILS)': micro proposed 644-5 |Microscopic observation [Identifier] in Skin by KOH preparation| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90080,TISSUE CULTURE-TISSUE,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'TISSUE CULTURE-TISSUE' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90121,CYCLOSPORA STAIN,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'CYCLOSPORA STAIN': micro proposed 50313-6 |Cyclospora sp identified in Stool by Safranin stain| at 0.75; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90182,STEM CELL - AEROBIC BOTTLE,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'STEM CELL - AEROBIC BOTTLE' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90208,Myco-F Bottle Gram Stain,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'Myco-F Bottle Gram Stain': micro proposed 664-3 |Microscopic observation [Identifier] in Specimen by Gram stain| at 0.75; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90202,"Blood Culture, Neonate",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Blood Culture, Neonate' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90198,Staph aureus Screen,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'Staph aureus Screen': micro proposed 100897-8 |Staphylococcus aureus [Presence] in Specimen by Organism specific culture| at 0.75; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90170,"FISH ANALYSIS, 3-5 CELLS",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'FISH ANALYSIS, 3-5 CELLS' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90171,"FISH ANALYSIS, 10-30 CELLS",,http://loinc.org,no-suitable-concept,"No answer above the 0.8 threshold for 'FISH ANALYSIS, 10-30 CELLS': micro returned no match; cyto proposed 62367-8 |Chromosome analysis panel by FISH| at 0.70."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90072,CHROMOSOME ANALYSIS-TISSUE,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'CHROMOSOME ANALYSIS-TISSUE' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90155,MOLECULAR CYTOGENETICS-DNA Probe,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'MOLECULAR CYTOGENETICS-DNA Probe' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90104,Direct Antigen Test for Herpes Simplex Virus Types 1 & 2,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'Direct Antigen Test for Herpes Simplex Virus Types 1 & 2': micro proposed 10678-1 |Herpes simplex virus 1+2 Ag [Presence] in Tissue by Immune stain| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90206,"Blood Culture, Post Mortem",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Blood Culture, Post Mortem' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90151,Tissue Culture-Bone Marrow,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'Tissue Culture-Bone Marrow': micro proposed 60258-1 |Bacteria identified in Bone marrow by Culture| at 0.75; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90230,Stool Hold Request,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Stool Hold Request' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90214,Respiratory Viral Culture,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'Respiratory Viral Culture': micro proposed 87709-2 |Virus identified in Lower respiratory specimen by Culture| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90245,ANAEROBIC CULTURE,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'ANAEROBIC CULTURE' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90078,CHROMOSOME ANALYSIS-FLUID,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'CHROMOSOME ANALYSIS-FLUID': micro returned no match; cyto proposed 62351-2 |Chromosome analysis panel - Amniotic fluid by G-banded| at 0.75.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90111,CHROMOSOME ANALYSIS-BONE MARROW,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'CHROMOSOME ANALYSIS-BONE MARROW' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90185,SMEAR FOR BACTERIAL VAGINOSIS,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'SMEAR FOR BACTERIAL VAGINOSIS': micro proposed 14361-0 |Microscopic observation [Identifier] in Vaginal fluid by Gram stain| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90148,Cryopreservation - Cells,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Cryopreservation - Cells' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90227,"Sonication culture, prosthetic joint",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Sonication culture, prosthetic joint' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90107,Respiratory Virus Identification,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'Respiratory Virus Identification': micro proposed 54245-6 |Respiratory virus Ag [Identifier] in Specimen by Immunofluorescence| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90043,POST MORTEM MYCOLOGY CULTURE,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'POST MORTEM MYCOLOGY CULTURE' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90166,Problem,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Problem' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90109,M.FURFUR CULTURE,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'M.FURFUR CULTURE' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90150,MOLECULAR CYTOGENETICS - DNA PROBE,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'MOLECULAR CYTOGENETICS - DNA PROBE': micro returned no match; cyto proposed 62369-4 |FISH probe name panel - Laboratory device| at 0.70.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90272,TISSUE,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'TISSUE': micro proposed 43408-4 |Bacteria identified in Tissue by Culture| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90201,"Blood Culture, Routine",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Blood Culture, Routine' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90090,POST-MORTEM VIRAL CULTURE,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'POST-MORTEM VIRAL CULTURE': micro proposed 6584-7 |Virus identified in Specimen by Culture| at 0.75; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90220,"Deparaffinization, Lysis of Cells",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Deparaffinization, Lysis of Cells' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90216,Malassezia furfur Culture,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'Malassezia furfur Culture': micro proposed 15378-3 |Fungus identified in Isolate by Culture| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90066,TISSUE CULTURE-LYMPHOCYTE,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'TISSUE CULTURE-LYMPHOCYTE' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90224,Cipro Resistant Screen,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Cipro Resistant Screen' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90130,R/O Beta Strep Group A,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'R/O Beta Strep Group A': micro proposed 105062-4 |Streptococcus pyogenes DNA [Presence] in Specimen| at 0.75; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90241,POTASSIUM HYDROXIDE PREPARATION,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'POTASSIUM HYDROXIDE PREPARATION': micro proposed 55305-7 |Fungus [Presence] in Specimen by KOH preparation| at 0.75; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90207,Stem Cell Aer/Ana Culture,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'Stem Cell Aer/Ana Culture': micro proposed 21020-3 |Bacteria identified in Specimen by Anaerobe+Aerobe culture| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90235,REFLEX URINE CULTURE,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'REFLEX URINE CULTURE': micro proposed 630-4 |Bacteria identified in Urine by Culture| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90215,M. furfur Blood Culture,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'M. furfur Blood Culture': micro proposed 601-5 |Fungus identified in Blood by Culture| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90106,MICROSPORIDIA STAIN,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'MICROSPORIDIA STAIN': micro proposed 10857-1 |Microsporidia identified in Specimen by Light microscopy| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90219,CRE/ESBL/AMP-C Screening,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'CRE/ESBL/AMP-C Screening' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90068,TISSUE CULTURE-FLUID,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'TISSUE CULTURE-FLUID': micro proposed 11475-1 |Microorganism identified in Specimen by Culture| at 0.70; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90162,ADDITIONAL CELLS COUNTED,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'ADDITIONAL CELLS COUNTED' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90074,FOCUSED ANALYSIS,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'FOCUSED ANALYSIS' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90190,Tissue culture for additional cells,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Tissue culture for additional cells' within either search space: (http://loinc.org)(CLASS=MICRO,STATUS=ACTIVE) or (http://loinc.org)(CLASS/""MOLPATH.*|PANEL.HL7.CYTOGEN"",STATUS=ACTIVE)."
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90038,GENITAL CULTURE,,http://loinc.org,no-suitable-concept,No answer above the 0.8 threshold for 'GENITAL CULTURE': micro proposed 41026-6 |Fungus identified in Genital specimen by Culture| at 0.50; cyto returned no match.
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225756,16 Gauge Insertion Date,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 439771001 |Date of event| at 0.60 for '16 Gauge Insertion Date', below the 0.8 threshold."
