stream,source_system,mimic_code,mimic_display,expected_code,expected_system,reason,comment
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,20241,"Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,20271,"Peripheral T cell lymphoma, lymph nodes of head, face, and neck",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,2106,Benign neoplasm of other parts of oropharynx,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,2107,Benign neoplasm of nasopharynx,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,2393,Neoplasm of unspecified nature of breast,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,24970,"Secondary diabetes mellitus with peripheral circulatory disorders, not stated as uncontrolled, or unspecified",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,2510,Hypoglycemic coma,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,28245,Delta-beta thalassemia,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,28864,Plasmacytosis,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,3218,Meningitis due to other nonbacterial organisms classified elsewhere,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,32725,Congenital central alveolar hypoventilation syndrome,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,33985,Primary stabbing headache,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,36065,Foreign body in posterior wall of eye,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,36101,"Recent retinal detachment, partial, with single defect",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,3734,Infective dermatitis of eyelid of types resulting in deformity,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,37589,Other disorders of lacrimal system,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,37831,Hypertropia,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,37925,Vitreous membranes and strands,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,3809,Unspecified disorder of external ear,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,53431,"Acute gastrojejunal ulcer without mention of hemorrhage or perforation, with obstruction",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,53460,"Chronic or unspecified gastrojejunal ulcer with hemorrhage and perforation, without mention of obstruction",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,5372,Chronic duodenal ileus,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,62571,Vulvar vestibulitis,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,64200,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,64713,GONORRHEA-ANTEPARTUM,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,65410,"Tumors of body of uterus, unspecified as to episode of care or not applicable",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,65510,"Chromosomal abnormality in fetus, affecting management of mother, unspecified as to episode of care or not applicable",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,65601,"Fetal-maternal hemorrhage, delivered, with or without mention of antepartum condition",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,65960,"Elderly multigravida, unspecified as to episode of care or not applicable",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,66901,"Maternal distress complicating labor and delivery, delivered, with or without mention of antepartum condition",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,66902,"Maternal distress complicating labor and delivery, delivered, with mention of postpartum complication",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,67191,"Unspecified venous complication of pregnancy and the puerperium, delivered, with or without mention of antepartum condition",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,70582,Fox-Fordyce disease,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,71100,"Pyogenic arthritis, site unspecified",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,72819,Other muscular calcification and ossification,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,73033,"Periostitis, without mention of osteomyelitis, forearm",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,75520,Unspecified reduction deformity of upper limb,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,7599,"Congenital anomaly, unspecified",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,7875,Abnormal bowel sounds,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,80030,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,80139,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,80859,Open fracture of other specified part of pelvis,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
diagnosis-icd9,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-diagnosis-icd9,81212,FX ANAT NECK HUMERUS-OPN,,http://hl7.org/fhir/sid/icd-9-cm,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
