stream,source_system,mimic_code,mimic_display,expected_code,expected_system,reason,comment
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52138,Kct,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53141,Alpha-1,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52366,Promyelocyte#,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52068,24 Hr,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52923,PTT,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52324,CD62,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51635,Hbsag,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53012,NRBC,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51882,O & P,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51811,"Bicarbonate,Joint Fluid",,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51684,"LD, Isoenzyme 5",,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52374,52374,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52039,Calculated Bicarbonate,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51002,Troponin I,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52052,Eos#,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51821,"PEP, Joint Fluid, Gamma Region",,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52392,Voided Specimen,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Pleural: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51206,Factor VIII,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: Factor VIII' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51686,Lip2,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52289,Young#,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51129,Young,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Ascites: Young' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53109,FLUB1,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52364,Plasma#,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51643,Hemoglobin  A2,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52199,FragFlg,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51988,O & P,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51271,"Protein C, Functional",,http://loinc.org,no-suitable-concept,"code-search proposed 6006-1 |Protein C [Units/volume] in Platelet poor plasma by Chromogenic method| at 0.70 for 'Hospital laboratory analyte measured in Blood: Protein C, Functional', below the 0.8 threshold."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52029,% Ionized Calcium,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52121,Fletcher,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52006,UTX3,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Urine: UTX3' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52253,Delete,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52122,Fsp,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51799,"PEP, CSF, Gamma Region",,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52054,Histiocyte,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52365,Polys#,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51594,"Creatine Kinase, Isoenzyme BB",,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52420,ZZDUMMY,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52189,Thrombin Time Control,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51939,Fl Scan,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51744,Toxoplasma IgM Ab Value,,http://loinc.org,no-suitable-concept,"code-search proposed 54088-0 |Toxoplasma gondii IgM Ab [Presence] in DBS| at 0.70 for 'Hospital laboratory analyte measured in Blood: Toxoplasma IgM Ab Value', below the 0.8 threshold."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52145,Mono Spot Test,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52035,Total Calcium,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51703,PEPgel,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53125,"PEP, Ascites, Gamma Region",,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51977,"Creatinine, Blood",,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51056,"Miscellaneous, Pleural",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Pleural: Miscellaneous, Pleural' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52390,Promyelocytes#,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51612,Dr. X,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51373,"Joint Crystals, Number",,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Joint Crystals, Number' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52394,FL1-D,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51673,Immunoelectrophoresis,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52086,Bleed Tm,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52307,Plasma,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Plasma' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51827,Voided Specimen,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51722,RFXLDLM,,http://loinc.org,no-suitable-concept,"code-search returned no match for 'Hospital laboratory analyte measured in Blood: RFXLDLM' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE)."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52421,GATE,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
labevents,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53132,Absolute Lymphocyte Count,,http://loinc.org,not-observed-in-data,"Recorded on no bound element in the warehouse extract the committed occurrence counts describe. Deliberately not resolved rather than declined: nothing was searched for and no target was refused. Its absence from the target ValueSet is the point — that ValueSet enumerates the codes this warehouse actually contains. If you are translating it, that assumption does not hold for your data: for a table stream, extend the table's generation population; for a notation stream the rule would resolve it unchanged."
