0.05 ml ranibizumab 10 mg/ml prefilled syringe	1864423
0.05 ml ranibizumab 6 mg/ml injection	1306074
0.05 ml ranibizumab 6 mg/ml prefilled syringe	2045501
0.05 ml ranibizumab-eqrn 10 mg/ml injection	2612684
0.05 ml ranibizumab-eqrn 6 mg/ml injection	2612675
0.05 ml ranibizumab-nuna 10 mg/ml injection	2602353
0.07 ml aflibercept 114 mg/ml injection	2645305
0.09 ml pegaptanib 3.33 mg/ml prefilled syringe	1011625
0.1 ml adalimumab 100 mg/ml prefilled syringe	1921009
0.1 ml adalimumab-adaz 100 mg/ml prefilled syringe	2641644
0.1 ml avacincaptad pegol 20 mg/ml injection	2645112
0.1 ml glucagon 5 mg/ml auto-injector	2199299
0.1 ml glucagon 5 mg/ml prefilled syringe	2199310
0.1 ml influenza a virus a/california/7/2009 (h1n1) antigen 0.09 mg/ml / influenza a virus a/hong kong/4801/2014 (h3n2) antigen 0.09 mg/ml / influenza b virus b/brisbane/60/2008 antigen 0.09 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.09 mg/ml prefilled syringe	1801070
0.1 ml influenza a virus a/california/7/2009 (h1n1) antigen 0.09 mg/ml / influenza a virus a/switzerland/9715293/2013 (h3n2) antigen 0.09 mg/ml / influenza b virus b/brisbane/60/2008 antigen 0.09 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.09 mg/ml prefilled syringe	1661111
0.1 ml influenza a virus a/hong kong/4801/2014 (h3n2) antigen 0.09 mg/ml / influenza a virus a/michigan/45/2015 (h1n1) antigen 0.09 mg/ml / influenza b virus b/brisbane/60/2008 antigen 0.09 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.09 mg/ml prefilled syringe	1928468
0.1 ml influenza a virus vaccine, a-victoria-361-2011 (h3n2)-like virus 0.09 mg/ml / influenza a-california-7-2009-(h1n1)v-like virus vaccine 0.09 mg/ml / influenza b virus vaccine b/brisbane/60/2008 antigen 0.09 mg/ml / influenza b virus vaccine, b-massachusetts-2-2012-like virus 0.09 mg/ml prefilled syringe	1598359
0.1 ml influenza a virus vaccine, a-victoria-361-2011 (h3n2)-like virus 0.09 mg/ml / influenza a-california-7-2009-(h1n1)v-like virus vaccine 0.09 mg/ml / influenza b virus vaccine, b-massachusetts-2-2012-like virus 0.09 mg/ml prefilled syringe	1429577
0.1 ml influenza a virus vaccine, a-victoria-361-2011 (h3n2)-like virus 0.09 mg/ml / influenza a-california-7-2009-(h1n1)v-like virus vaccine 0.09 mg/ml / influenza b virus vaccine, b-wisconsin-1-2010-like virus 0.09 mg/ml prefilled syringe	1304311
0.1 ml influenza a-california-7-2009-(h1n1)v-like virus vaccine 0.09 mg/ml / influenza b virus vaccine b/brisbane/60/2008 antigen 0.09 mg/ml / influenza virus vaccine, inactivated a-victoria-210-2009 x-187 (h3n2) (a-perth-16-2009) strain 0.09 mg/ml prefilled syringe	1111370
0.1 ml lidocaine hydrochloride 1 % prefilled syringe	1250169
0.1 ml lidocaine hydrochloride 10 mg/ml prefilled syringe	1250169
0.1 ml pegcetacoplan 150 mg/ml injection	2630847
0.1 ml ranibizumab 100 mg/ml injection	2584857
0.1 ml triamcinolone acetonide 80 mg/ml prefilled syringe	833449
0.14 ml risperidone 357 mg/ml prefilled syringe	2636049
0.15 ml methotrexate 50 mg/ml auto-injector	1544403
0.16 ml buprenorphine 50 mg/ml prefilled syringe	2639021
0.18 ml buprenorphine 356 mg/ml prefilled syringe	2639036
0.2 ml adalimumab 100 mg/ml prefilled syringe	1921016
0.2 ml adalimumab 50 mg/ml prefilled syringe	1551887
0.2 ml adalimumab-adaz 100 mg/ml prefilled syringe	2641653
0.2 ml adalimumab-adbm 50 mg/ml prefilled syringe	2640891
0.2 ml adalimumab-afzb 50 mg/ml prefilled syringe	2668105
0.2 ml adalimumab-atto 100 mg/ml prefilled syringe	2663901
0.2 ml adalimumab-atto 50 mg/ml prefilled syringe	2634478
0.2 ml bemiparin sodium 12500 unt/ml prefilled syringe	857255
0.2 ml bemiparin sodium 17500 unt/ml prefilled syringe	857257
0.2 ml bemiparin sodium 25000 unt/ml prefilled syringe	857261
0.2 ml dalteparin sodium 12500 unt/ml prefilled syringe	978725
0.2 ml dalteparin sodium 25000 unt/ml prefilled syringe	978733
0.2 ml enoxaparin sodium 100 mg/ml prefilled syringe	1245458
0.2 ml enx sodium 100 mg/ml prefilled syringe	1245458
0.2 ml glucagon 5 mg/ml auto-injector	2199307
0.2 ml glucagon 5 mg/ml injection	2587358
0.2 ml glucagon 5 mg/ml prefilled syringe	2199315
0.2 ml heparin calcium 25000 unt/ml prefilled syringe	849699
0.2 ml interferon alfa-2b 25000000 unt/ml prefilled syringe	853480
0.2 ml interferon beta-1a 0.044 mg/ml auto-injector	1650011
0.2 ml interferon beta-1a 0.044 mg/ml prefilled syringe	758028
0.2 ml lanreotide 300 mg/ml prefilled syringe	749811
0.2 ml lidocaine hydrochloride 1 % prefilled syringe	1250170
0.2 ml lidocaine hydrochloride 10 mg/ml prefilled syringe	1250170
0.2 ml methotrexate 50 mg/ml auto-injector	1544378
0.2 ml ocriplasmin 2.5 mg/ml injection	1356824
0.21 ml risperidone 357 mg/ml prefilled syringe	2636051
0.25 mg, 0.5 mg dose 1.5 ml semaglutide 1.34 mg/ml pen injector	1991306
0.25 mg, 0.5 mg dose 3 ml semaglutide 0.68 mg/ml pen injector	2619152
0.25 mg, 0.5 mg dose semaglutide 2 mg per 3 ml pen injector	2619152
0.25 ml influenza a virus (h3n2) antigen 0.03 mg/ml / influenza a virus a/brisbane/02/2018 (h1n1) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/washington/02/2019 antigen 0.03 mg/ml prefilled syringe	2280750
0.25 ml influenza a virus a/brisbane/02/2018 (h1n1) antigen 0.03 mg/ml / influenza a virus a/kansas/14/2017 (h3n2) antigen 0.03 mg/ml / influenza b virus b/maryland/15/2016 antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml prefilled syringe	2177503
0.25 ml influenza a virus a/brisbane/02/2018 (h1n1) antigen 0.03 mg/ml / influenza a virus a/south australia/34/2019 (h3n2) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/washington/02/2019 antigen 0.03 mg/ml prefilled syringe	2281817
0.25 ml influenza a virus a/california/7/2009 (h1n1) antigen 0.03 mg/ml / influenza a virus a/hong kong/4801/2014 (h3n2) antigen 0.03 mg/ml / influenza b virus b/brisbane/60/2008 antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml prefilled syringe	1794451
0.25 ml influenza a virus a/california/7/2009 (h1n1) antigen 0.03 mg/ml / influenza a virus a/switzerland/9715293/2013 (h3n2) antigen 0.03 mg/ml / influenza b virus b/brisbane/60/2008 antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml prefilled syringe	1659754
0.25 ml influenza a virus a/cambodia/e0826360/2020 (h3n2) antigen 0.03 mg/ml / influenza a virus a/victoria/2570/2019 (h1n1) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/victoria/705/2018 antigen 0.03 mg/ml prefilled syringe	2564023
0.25 ml influenza a virus a/guangdong-maonan/swl1536/2019 (h1n1) antigen 0.03 mg/ml / influenza a virus a/hong kong/2671/2019 (h3n2) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/washington/02/2019 antigen 0.03 mg/ml prefilled syringe	2380582
0.25 ml influenza a virus a/hong kong/2671/2019 (h3n2) antigen 0.03 mg/ml / influenza a virus a/victoria/2454/2019 (h1n1) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/victoria/705/2018 antigen 0.03 mg/ml prefilled syringe	2380603
0.25 ml influenza a virus a/hong kong/2671/2019 (h3n2) antigen 0.03 mg/ml / influenza a virus a/victoria/2570/2019 (h1n1) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/washington/02/2019 antigen 0.03 mg/ml prefilled syringe	2479034
0.25 ml influenza a virus a/hong kong/4801/2014 (h3n2) antigen 0.03 mg/ml / influenza a virus a/michigan/45/2015 (h1n1) antigen 0.03 mg/ml / influenza b virus b/brisbane/60/2008 antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml prefilled syringe	1928330
0.25 ml influenza a virus a/michigan/45/2015 (h1n1) antigen 0.03 mg/ml / influenza a virus a/singapore/infimh-16-0019/2016 (h3n2) antigen 0.03 mg/ml / influenza b virus b/maryland/15/2016 antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml prefilled syringe	2050788
0.25 ml influenza a virus a/tasmania/503/2020 (h3n2) antigen 0.03 mg/ml / influenza a virus a/victoria/2570/2019 (h1n1) antigen 0.03 mg/ml / influenza b virus b/phuket/3073/2013 antigen 0.03 mg/ml / influenza b virus b/washington/02/2019 antigen 0.03 mg/ml prefilled syringe	2563048
0.25 ml influenza a virus vaccine, a-victoria-361-2011 (h3n2)-like virus 0.03 mg/ml / influenza a-california-7-2009-(h1n1)v-like virus vaccine 0.03 mg/ml / influenza b virus vaccine b/brisbane/60/2008 antigen 0.03 mg/ml / influenza b virus vaccine, b-massachusetts-2-2012-like virus 0.03 mg/ml prefilled syringe	1427051
0.25 ml influenza a virus vaccine, a-victoria-361-2011 (h3n2)-like virus 0.03 mg/ml / influenza a-california-7-2009-(h1n1)v-like virus vaccine 0.03 mg/ml / influenza b virus vaccine, b-massachusetts-2-2012-like virus 0.03 mg/ml prefilled syringe	1429603
0.25 ml influenza a virus vaccine, a-victoria-361-2011 (h3n2)-like virus 0.03 mg/ml / influenza a-california-7-2009-(h1n1)v-like virus vaccine 0.03 mg/ml / influenza b virus vaccine, b-wisconsin-1-2010-like virus 0.03 mg/ml prefilled syringe	1304296
0.25 ml influenza a-california-7-2009-(h1n1)v-like virus vaccine 0.03 mg/ml / influenza b virus vaccine b/brisbane/60/2008 antigen 0.03 mg/ml / influenza virus vaccine, inactivated a-victoria-210-2009 x-187 (h3n2) (a-perth-16-2009) strain 0.03 mg/ml prefilled syringe	1005944
0.25 ml influenza a-california-7-2009-(h1n1)v-like virus vaccine 0.03 mg/ml prefilled syringe	864781
0.25 ml leuprolide acetate 30 mg/ml prefilled syringe	752899
0.25 ml methotrexate 50 mg/ml auto-injector	1544385
0.25 ml paliperidone palmitate 156 mg/ml prefilled syringe	858073
0.25 ml reviparin 5728 unt/ml prefilled syringe	727879
0.25 ml reviparin sodium 5730 unt/ml prefilled syringe	857645
0.25 ml sars-cov-2 (covid-19) vaccine, mrna-1273 omicron (xbb.1.5) 0.1 mg/ml injection	2664729
0.25 ml somatropin 0.8 mg/ml prefilled syringe	762830
0.25 ml somatropin 1.6 mg/ml prefilled syringe	762834
0.25 ml somatropin 2.4 mg/ml prefilled syringe	762837
0.25 ml somatropin 3.2 mg/ml prefilled syringe	762841
0.25 ml somatropin 4 mg/ml prefilled syringe	762873
0.25 ml somatropin 4.8 mg/ml prefilled syringe	762846
0.25 ml somatropin 5.6 mg/ml prefilled syringe	762850
0.25 ml somatropin 6.4 mg/ml prefilled syringe	762857
0.25 ml somatropin 7.2 mg/ml prefilled syringe	762866
0.25 ml somatropin 8 mg/ml prefilled syringe	762895
0.25 ml tick-borne encephalitis purified antigen 0.0048 mg/ml prefilled syringe	2583641
0.25 ml tinzaparin sodium 10000 unt/ml prefilled syringe	978718
0.27 ml buprenorphine 356 mg/ml prefilled syringe	2639041
0.28 ml risperidone 357 mg/ml prefilled syringe	2636033
0.3 ml atropine sulfate 0.833 mg/ml auto-injector	1190536
0.3 ml bemiparin sodium 22500 unt/ml prefilled syringe	857259
0.3 ml bremelanotide 5.83 mg/ml auto-injector	2176316
0.3 ml certoparin sodium 10000 unt/ml prefilled syringe	857287
0.3 ml dalteparin sodium 25000 unt/ml prefilled syringe	978736
0.3 ml darbepoetin alfa 0.2 mg/ml prefilled syringe	731167
0.3 ml darbepoetin alfa 0.5 mg/ml prefilled syringe	731171
0.3 ml enoxaparin sodium 100 mg/ml prefilled syringe	854228
0.3 ml enx sodium 100 mg/ml prefilled syringe	854228
0.3 ml epinephrine 0.5 mg/ml prefilled syringe	2178790
0.3 ml epinephrine 1 mg/ml prefilled syringe	1989112
0.3 ml epo 10000 unt/ml prefilled syringe	792683
0.3 ml epoetin alfa 10000 unt/ml prefilled syringe	792683
0.3 ml erythropoietin 10000 unt/ml prefilled syringe	792683
0.3 ml interferon alfacon-1 0.03 mg/ml prefilled syringe	760638
0.3 ml lanreotide 200 mg/ml prefilled syringe	792865
0.3 ml lanreotide 300 mg/ml prefilled syringe	749817
0.3 ml methotrexate 25 mg/ml prefilled syringe	2377353
0.3 ml methotrexate 50 mg/ml auto-injector	1544387
0.3 ml methoxy polyethylene glycol-epoetin beta 0.1 mg/ml prefilled syringe	1792483
0.3 ml methoxy polyethylene glycol-epoetin beta 0.167 mg/ml prefilled syringe	758169
0.3 ml methoxy polyethylene glycol-epoetin beta 0.25 mg/ml prefilled syringe	804171
0.3 ml methoxy polyethylene glycol-epoetin beta 0.333 mg/ml prefilled syringe	758159
0.3 ml methoxy polyethylene glycol-epoetin beta 0.4 mg/ml prefilled syringe	1792488
0.3 ml methoxy polyethylene glycol-epoetin beta 0.5 mg/ml prefilled syringe	758160
0.3 ml methoxy polyethylene glycol-epoetin beta 0.667 mg/ml prefilled syringe	758162
0.3 ml methoxy polyethylene glycol-epoetin beta 0.833 mg/ml prefilled syringe	758164
0.3 ml ocriplasmin 1.25 mg/ml injection	1944947
0.3 ml sars-cov-2 (covid-19) vaccine, mrna-bnt162b2 0.05 mg/ml / sars-cov-2 (covid-19) vaccine, mrna-bnt162b2 omicron (ba.4/ba.5) 0.05 mg/ml injection	2610347
0.3 ml sars-cov-2 (covid-19) vaccine, mrna-bnt162b2 omicron (xbb.1.5) 0.0333 mg/ml injection	2664832
0.3 ml sars-cov-2 (covid-19) vaccine, mrna-bnt162b2 omicron (xbb.1.5) 0.1 mg/ml injection	2664843
0.3 ml sars-cov-2 (covid-19) vaccine, mrna-bnt162b2 omicron (xbb.1.5) 0.1 mg/ml prefilled syringe	2664837
0.32 ml buprenorphine 50 mg/ml prefilled syringe	2639029
0.35 ml chondroitin sulfates 40 mg/ml / hyaluronate 30 mg/ml prefilled syringe	763615
0.35 ml chondroitin sulfates 40 mg/ml / sodium hyaluronate 30 mg/ml prefilled syringe	1098122
0.35 ml methotrexate 50 mg/ml auto-injector	1544389
0.35 ml risperidone 357 mg/ml prefilled syringe	2636041
0.35 ml tinzaparin sodium 10000 unt/ml prefilled syringe	978719
0.36 ml buprenorphine 356 mg/ml prefilled syringe	2639043
0.36 ml follitropin beta 833 unt/ml cartridge	854787
0.375 ml leuprolide acetate 120 mg/ml prefilled syringe	752884
0.375 ml leuprolide acetate 60 mg/ml prefilled syringe	752894
0.4 ml abatacept 125 mg/ml prefilled syringe	1925254
0.4 ml adalimumab 100 mg/ml auto-injector	1872979
0.4 ml adalimumab 100 mg/ml prefilled syringe	1726844
0.4 ml adalimumab 50 mg/ml prefilled syringe	763564
0.4 ml adalimumab-aaty 100 mg/ml auto-injector	2639651
0.4 ml adalimumab-aaty 100 mg/ml prefilled syringe	2639659
0.4 ml adalimumab-adaz 100 mg/ml auto-injector	2641655
0.4 ml adalimumab-adaz 100 mg/ml prefilled syringe	2641660
0.4 ml adalimumab-adbm 50 mg/ml prefilled syringe	2640893
0.4 ml adalimumab-afzb 50 mg/ml prefilled syringe	2668095
0.4 ml adalimumab-atto 100 mg/ml auto-injector	2663908
0.4 ml adalimumab-atto 100 mg/ml prefilled syringe	2663906
0.4 ml adalimumab-atto 50 mg/ml prefilled syringe	2627711
0.4 ml adalimumab-bwwd 100 mg/ml auto-injector	2640430
0.4 ml adalimumab-bwwd 100 mg/ml prefilled syringe	2640425
0.4 ml adalimumab-fkjp 50 mg/ml prefilled syringe	2640412
0.4 ml bemiparin sodium 40000 unt/ml prefilled syringe	857253
0.4 ml cyclosporine 0.5 mg/ml ophthalmic suspension	2572292
0.4 ml dalteparin sodium 25000 unt/ml prefilled syringe	978738
0.4 ml darbepoetin alfa 0.025 mg/ml prefilled syringe	1605171
0.4 ml darbepoetin alfa 0.1 mg/ml prefilled syringe	731181
0.4 ml darbepoetin alfa 0.5 mg/ml prefilled syringe	731174
0.4 ml emicizumab-kxwh 150 mg/ml injection	1989814
0.4 ml enoxaparin sodium 100 mg/ml prefilled syringe	854235
0.4 ml enx sodium 100 mg/ml prefilled syringe	854235
0.4 ml epo 10000 unt/ml prefilled syringe	792686
0.4 ml epoetin alfa 10000 unt/ml prefilled syringe	792686
0.4 ml erythropoietin 10000 unt/ml prefilled syringe	792686
0.4 ml fondaparinux sodium 12.5 mg/ml prefilled syringe	861363
0.4 ml granisetron 25 mg/ml prefilled syringe	1810484
0.4 ml lufenuron 100 mg/ml prefilled syringe	896740
0.4 ml mepolizumab 100 mg/ml prefilled syringe	2596444
0.4 ml methotrexate 18.8 mg/ml auto-injector	1594757
0.4 ml methotrexate 25 mg/ml auto-injector	1441402
0.4 ml methotrexate 25 mg/ml prefilled syringe	2377333
0.4 ml methotrexate 31.3 mg/ml auto-injector	1747179
0.4 ml methotrexate 37.5 mg/ml auto-injector	1441411
0.4 ml methotrexate 43.8 mg/ml auto-injector	1747185
0.4 ml methotrexate 50 mg/ml auto-injector	1441416
0.4 ml methotrexate 56.3 mg/ml auto-injector	1747192
0.4 ml methotrexate 62.5 mg/ml auto-injector	1441422
0.4 ml methylnaltrexone bromide 20 mg/ml prefilled syringe	1244063
0.4 ml naloxone hydrochloride 1 mg/ml auto-injector	1495293
0.4 ml naloxone hydrochloride 25 mg/ml auto-injector	2596175
0.4 ml naloxone hydrochloride 5 mg/ml auto-injector	1855730
0.4 ml ofatumumab 50 mg/ml pen injector	2390949
0.4 ml sodium hyaluronate 10 mg/ml prefilled syringe	1091723
0.42 ml darbepoetin alfa 0.06 mg/ml prefilled syringe	731176
0.42 ml risperidone 357 mg/ml prefilled syringe	2636043
0.45 ml asfotase alfa 40 mg/ml injection	1720263
0.45 ml methotrexate 50 mg/ml auto-injector	1544395
0.45 ml tinzaparin sodium 10000 unt/ml prefilled syringe	978720
0.48 ml buprenorphine 50 mg/ml prefilled syringe	2639031
0.5 ml acellular pertussis vaccine, inactivated 0.116 mg/ml / diphtheria toxoid vaccine, inactivated 50 unt/ml / hepatitis b surface antigen vaccine 0.02 mg/ml / poliovirus vaccine inactivated, type 1 (mahoney) 80 unt/ml / poliovirus vaccine inactivated, type 2 (mef-1) 16 unt/ml / poliovirus vaccine inactivated, type 3 (saukett) 64 unt/ml / tetanus toxoid vaccine, inactivated 20 unt/ml prefilled syringe	829987
0.5 ml acellular pertussis vaccine, inactivated 0.116 mg/ml / diphtheria toxoid vaccine, inactivated 50 unt/ml / poliovirus vaccine inactivated, type 1 (mahoney) 80 unt/ml / poliovirus vaccine inactivated, type 2 (mef-1) 16 unt/ml / poliovirus vaccine inactivated, type 3 (saukett) 64 unt/ml / tetanus toxoid vaccine, inactivated 20 unt/ml prefilled syringe	830555
0.5 ml acellular pertussis vaccine, inactivated 96 unt/ml / diphtheria toxoid vaccine, inactivated 30 unt/ml / haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 unt/ml / poliovirus vaccine inactivated, type 1 (mahoney) 58 unt/ml / poliovirus vaccine inactivated, type 2 (mef-1) 14 unt/ml / poliovirus vaccine inactivated, type 3 (saukett) 52 unt/ml / tetanus toxoid vaccine, inactivated 20 unt/ml injection	2585714
0.5 ml acellular pertussis vaccine, inactivated 96 unt/ml / diphtheria toxoid vaccine, inactivated 30 unt/ml / haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 68 unt/ml / poliovirus vaccine inactivated, type 1 (mahoney) 80 unt/ml / poliovirus vaccine inactivated, type 2 (mef-1) 16 unt/ml / poliovirus vaccine inactivated, type 3 (saukett) 64 unt/ml / tetanus toxoid vaccine, inactivated 20 unt/ml injection	805375
0.5 ml albiglutide 100 mg/ml pen injector	1534820
0.5 ml albiglutide 60 mg/ml pen injector	1534800
0.5 ml alprostadil 0.02 mg/ml prefilled syringe	763470
0.5 ml alprostadil 0.04 mg/ml prefilled syringe	763473
0.5 ml ardeparin sodium 10000 unt/ml prefilled syringe	857285
0.5 ml ardeparin sodium 20000 unt/ml prefilled syringe	857284
0.5 ml asparaginase erwinia chrysanthemi (recombinant)-rywn 20 mg/ml injection	2561251
0.5 ml atropine sulfate 0.8 mg/ml injection	1190793
0.5 ml bendamustine hydrochloride 90 mg/ml injection	1805015
0.5 ml bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 mg/ml / bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 mg/ml / bordetella pertussis pertactin vaccine, inactivated 0.006 mg/ml / bordetella pertussis toxoid vaccine, inactivated 0.005 mg/ml / diphtheria toxoid vaccine, inactivated 4 unt/ml / tetanus toxoid vaccine, inactivated 10 unt/ml injection	1300205
0.5 ml bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 mg/ml / bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 mg/ml / bordetella pertussis pertactin vaccine, inactivated 0.006 mg/ml / bordetella pertussis toxoid vaccine, inactivated 0.005 mg/ml / diphtheria toxoid vaccine, inactivated 4 unt/ml / tetanus toxoid vaccine, inactivated 10 unt/ml prefilled syringe	1300189
0.5 ml bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.01 mg/ml / bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 mg/ml / bordetella pertussis pertactin vaccine, inactivated 0.006 mg/ml / bordetella pertussis toxoid vaccine, inactivated 0.02 mg/ml / diphtheria toxoid vaccine, inactivated 30 unt/ml / tetanus toxoid vaccine, inactivated 10 unt/ml injection	1300308
0.5 ml bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 mg/ml / bordetella pertussis pertactin vaccine, inactivated 0.005 mg/ml / bordetella pertussis toxoid vaccine, inactivated 0.016 mg/ml / diphtheria toxoid vaccine, inactivated 5 unt/ml / tetanus toxoid vaccine, inactivated 10 unt/ml prefilled syringe	1300368
0.5 ml bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.016 mg/ml / bordetella pertussis pertactin vaccine, inactivated 0.005 unt/ml / bordetella pertussis toxoid vaccine, inactivated 0.016 mg/ml / diphtheria toxoid vaccine, inactivated 5 unt/ml / tetanus toxoid vaccine, inactivated 10 unt/ml injection	1300377
0.5 ml bordetella pertussis filamentous hemagglutinin vaccine, inactivated 0.04 mg/ml / bordetella pertussis fimbriae 2/3 vaccine, inactivated 0.01 mg/ml / bordetella pertussis pertactin vaccine, inactivated 0.006 mg/ml / bordetella pertussis toxoid vaccine, inactivated 0.04 mg/ml / diphtheria toxoid vaccine, inactivated 30 unt/ml / haemophilus influenzae b (ross strain) capsular polysaccharide meningococcal protein conjugate vaccine 0.006 mg/ml / hepatitis b surface antigen vaccine 0.02 mg/ml / poliovirus vaccine inactivated, type 1 (mahoney) 58 unt/ml / poliovirus vaccine inactivated, type 2 (mef-1) 14 unt/ml / poliovirus vaccine inactivated, type 3 (saukett) 52 unt/ml / tetanus toxoid vaccine, inactivated 10 unt/ml injection	2109615
